,Unnamed: 0,Name,TripAdvisorLink,status,pricestatus,adress,city,phone,email,website,rating,reviews,subcat,detail,Thuisbezorgd,TheFork
126,126,China Sichuan Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188590-d2419556-Reviews-China_Sichuan_Restaurant-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Warmoesstraat 17, 1012 HT Amsterdam The Netherlands",Amsterdam,['+31 20 420 7833'],[],http://sichuan.amsterdam/,4.0 ,374 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['40'],['Atmosphere']:['35'],","['PRICE RANGE']:['€13 - €30'],['CUISINES']:['Street Food, Chinese'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],",False,False
127,127,Café  de Oranjerie,https://www.tripadvisor.com/Restaurant_Review-g188590-d3674300-Reviews-Cafe_de_Oranjerie-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Binnen Oranjestraat 15, 1013 HZ Amsterdam The Netherlands",Amsterdam,['+31 20 623 4611'],[],http://nl-nl.facebook.com/CafeDeOranjerie,4.5 ,47 reviews,"['Food']:['40'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['50'],","['CUISINES']:['Dutch, Bar, European, Pub, Central European'],['Meals']:['Dinner, Drinks'],['FEATURES']:['Seating, Wheelchair Accessible, Serves Alcohol, Reservations, Table Service'],",False,False
128,128,YamYam Trattoria Pizzeria,https://www.tripadvisor.com/Restaurant_Review-g188590-d793543-Reviews-YamYam_Trattoria_Pizzeria-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Frederik Hendrikstraat 90, 1052 HZ Amsterdam The Netherlands",Amsterdam,['+31 20 681 5097'],N,N,4.0 ,152 reviews,"['Food']:['45'],['Service']:['35'],['Value']:['40'],['Atmosphere']:['40'],","['PRICE RANGE']:['€9 - €19'],['CUISINES']:['Italian, Pizza, Mediterranean, Sicilian, Southern-Italian'],['Special Diets']:['Vegetarian Friendly'],",True,False
129,129,Bojo Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188590-d948919-Reviews-Bojo_Restaurant-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Lange Leidsedwarsstraat 49 HS, 1017 NG Amsterdam The Netherlands",Amsterdam,['+31 20 622 7434'],['info@bojo.nl?'],http://www.bojo.nl/,4.0 ,320 reviews,"['Food']:['35'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['35'],","['CUISINES']:['Asian, Indonesian'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Lunch, Dinner, Late Night'],",True,False
130,130,Nour Kebab Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188590-d12585326-Reviews-Nour_Kebab_Restaurant-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Javastraat109, 1094 HC Amsterdam The Netherlands",Amsterdam,['+31 20 463 9786'],[],http://www.nourrestaurant-amsterdam.nl/,4.0 ,13 reviews,"['Service']:['45'],","['CUISINES']:['Middle Eastern'],['Meals']:['Lunch, Dinner'],['FEATURES']:['Reservations, Table Service, Seating'],",False,True
131,131,Nam Kee,https://www.tripadvisor.com/Restaurant_Review-g188590-d2070743-Reviews-Nam_Kee-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Zeedijk 111/113 Chinatown, 1012 AV Amsterdam The Netherlands",Amsterdam,['+31 20 624 3470'],[],http://namkee.nl/home-en,3.5 ,587 reviews,"['Food']:['40'],['Service']:['30'],['Value']:['35'],['Atmosphere']:['30'],","['CUISINES']:['Chinese, Asian'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner, Late Night'],",False,False
132,132,Gallery 3 Lunchbar,https://www.tripadvisor.com/Restaurant_Review-g188590-d9735690-Reviews-Gallery_3_Lunchbar-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Bilderdijkstraat 175h, 1053 KR Amsterdam The Netherlands",Amsterdam,['+31 6 20387605'],['atgallery3@gmail.com?'],https://www.facebook.com/atgallery3,4.5 ,42 reviews,"['Food']:['50'],['Service']:['45'],['Value']:['50'],","['CUISINES']:['Dutch, European, Cafe'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],['Meals']:['Breakfast, Lunch, Brunch'],",True,True
133,133,Restaurant Prins van Oranje,https://www.tripadvisor.com/Restaurant_Review-g188590-d17758809-Reviews-Restaurant_Prins_van_Oranje-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Prinsengracht 178 Major Intersection: Prinsengracht and Rozengracht, 1016 HB Amsterdam The Netherlands",Amsterdam,['+31 20 303 0601'],['info@restaurantprinsvanoranje.com?'],http://restaurantprinsvanoranje.com/,4.5 ,63 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€14 - €20'],['CUISINES']:['Dutch, European, Healthy'],['Meals']:['Lunch, Dinner, Brunch, Drinks'],",True,False
134,134,Valerius eten & drinken,https://www.tripadvisor.com/Restaurant_Review-g188590-d3676397-Reviews-Valerius_eten_drinken-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Banstraat 14 1071 JZ, 1071 JZ Amsterdam The Netherlands",Amsterdam,['+31 20 471 3976'],[],http://www.valeriusetenendrinken.nl/,4.5 ,69 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['40'],['Atmosphere']:['45'],","['CUISINES']:['European, Dutch'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Breakfast, Lunch, Brunch, Dinner'],",False,False
135,135,Ristorante Il Fiore,https://www.tripadvisor.com/Restaurant_Review-g188590-d2633485-Reviews-Ristorante_Il_Fiore-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Lindengracht 19-25, 1015 KB Amsterdam The Netherlands",Amsterdam,['+31 20 626 8227'],[],http://www.ilfiore.nl/,4.0 ,142 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['40'],['Atmosphere']:['40'],","['CUISINES']:['Italian, Mediterranean, European'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Dinner'],",False,True
136,136,LA BOCA,https://www.tripadvisor.com/Restaurant_Review-g188590-d1475669-Reviews-LA_BOCA-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Paleisstraat 15, 1012 RB Amsterdam The Netherlands",Amsterdam,['+31 20 423 5200'],[],http://www.laboca-restaurant.nl/,3.5 ,455 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['30'],","['CUISINES']:['Steakhouse, Latin, Barbecue, European, Argentinean, South American'],['Meals']:['Lunch, Dinner, Late Night'],['FEATURES']:['Reservations, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service'],",False,True
137,137,DESHIMA,https://www.tripadvisor.com/Restaurant_Review-g188590-d696924-Reviews-DESHIMA-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Weteringschans 65 Leidseplein, Museumplein, 1017 RX Amsterdam The Netherlands",Amsterdam,['+31 20 625 7513'],['info@macrobiotics.nl?'],http://www.facebook.com/DeliciousDeshima/,4.5 ,74 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['40'],","['PRICE RANGE']:['€2 - €19'],['CUISINES']:['Cafe, Pub, Healthy'],['Special Diets']:['Vegan Options, Gluten Free Options, Vegetarian Friendly'],",False,False
138,138,Bombarie,https://www.tripadvisor.com/Restaurant_Review-g188590-d14975883-Reviews-Bombarie-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Rietlandpark 373, 1019 EM Amsterdam The Netherlands",Amsterdam,['+31 20 419 4433'],['arie@bombarieamsterdam.nl?'],https://bombarie.amsterdam/,4.5 ,37 reviews,"['Food']:['45'],['Service']:['50'],['Value']:['45'],","['PRICE RANGE']:['€7 - €22'],['CUISINES']:['Dutch, European, International, Pub, Healthy'],['Special Diets']:['Vegan Options'],",False,False
139,139,De Bajes,https://www.tripadvisor.com/Restaurant_Review-g188590-d12178906-Reviews-De_Bajes-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Utrechtsestraat 11 Rembrandtplein, 1017 VH Amsterdam The Netherlands",Amsterdam,['+31 20 238 6600'],['info@naardebajes.nl?'],http://www.naardebajes.nl/,4.5 ,108 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['40'],","['PRICE RANGE']:['€16 - €39'],['CUISINES']:['International, Bar, European'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,False
140,140,Vondelpark3,https://www.tripadvisor.com/Restaurant_Review-g188590-d6557169-Reviews-Vondelpark3-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Vondelpark, 1071 AA Amsterdam The Netherlands",Amsterdam,['+31 20 639 2589'],['info@vondelpark3.nl?'],http://www.vondelpark3.nl/,3.5 ,433 reviews,"['Food']:['40'],['Service']:['35'],['Value']:['35'],['Atmosphere']:['40'],","['PRICE RANGE']:['€6 - €27'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Dinner, Breakfast, Lunch, Brunch'],['CUISINES']:['Dutch, Bar, European, International'],['FEATURES']:['Takeout, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Outdoor Seating, Seating, Accepts Credit Cards, Table Service'],",False,False
141,141,Meneer Kebab,https://www.tripadvisor.com/Restaurant_Review-g188590-d12819316-Reviews-Meneer_Kebab-Amsterdam_North_Holland_Province.html, Claimed,$,"Mosplein 2, 1031 AA Amsterdam The Netherlands",Amsterdam,['+31 20 637 4748'],['info@meneerkebab.nl?'],http://meneerkebab.nl/,4.5 ,41 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€3 - €17'],['CUISINES']:['Turkish, Middle Eastern, Fast Food'],['Special Diets']:['Vegetarian Friendly'],",True,True
142,142,Stoop & Stoop Eetcafe,https://www.tripadvisor.com/Restaurant_Review-g188590-d1724981-Reviews-Stoop_Stoop_Eetcafe-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Lange Leidsedwarsstraat 82, 1017 NM Amsterdam The Netherlands",Amsterdam,['+31 20 620 0982'],['info@stoopenstoop-amsterdam.nl?'],http://www.stoopenstoop.nl/,4.5 ,595 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['45'],","['CUISINES']:['Dutch, Bar, European, Central European'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Lunch, Dinner, Late Night'],",True,True
143,143,Indrapura,https://www.tripadvisor.com/Restaurant_Review-g188590-d1200726-Reviews-Indrapura-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Rembrandtplein 42, 1017 CV Amsterdam The Netherlands",Amsterdam,['+31 20 623 7329'],['info@indrapura.nl?'],http://www.indrapura.nl/,4.0 ,"1,302 reviews","['Food']:['40'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['40'],","['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Lunch, Dinner, Late Night'],['FEATURES']:['Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music'],",False,False
144,144,Brooks,https://www.tripadvisor.com/Restaurant_Review-g188590-d9712508-Reviews-Brooks-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Beethovenstraat 43, 1077 HN Amsterdam The Netherlands",Amsterdam,['+31 20 379 2020'],['info@brooksamsterdam.nl?'],http://www.brooksamsterdam.nl/,4.0 ,93 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],","['PRICE RANGE']:['€6 - €21'],['CUISINES']:['European, International'],['Special Diets']:['Vegetarian Friendly'],",False,True
145,145,Eat Mode,https://www.tripadvisor.com/Restaurant_Review-g188590-d4304454-Reviews-Eat_Mode-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Zeedijk 105-107, 1012 AV Amsterdam The Netherlands",Amsterdam,['+31 20 330 8650'],[],http://www.eatmode.nl/en,4.0 ,209 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['40'],['Atmosphere']:['25'],","['CUISINES']:['Chinese, Japanese, Asian'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],['Meals']:['Lunch, Dinner'],",False,False
146,146,"Vergulden Eenhoorn - café, restaurant, hotel",https://www.tripadvisor.com/Restaurant_Review-g188590-d8052631-Reviews-Vergulden_Eenhoorn_cafe_restaurant_hotel-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Ringdijk 58, 1097 AH Amsterdam The Netherlands",Amsterdam,['+31 20 214 9333'],['evenement@VerguldenEenhoorn.nl?'],http://www.verguldeneenhoorn.nl/,4.0 ,184 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],","['PRICE RANGE']:['€5 - €19'],['CUISINES']:['Dutch, Bar, European, Central European'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,False
147,147,Kees,https://www.tripadvisor.com/Restaurant_Review-g188590-d3367110-Reviews-Kees-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Weesperzijde 44, 1091 EE Amsterdam The Netherlands",Amsterdam,['+31 6 30712606'],['bijkees@gmail.com?'],http://www.bijkees.nl/,4.5 ,50 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€19 - €36'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],['Meals']:['Dinner, Drinks'],",False,False
148,148,Suvarnaphum,https://www.tripadvisor.com/Restaurant_Review-g188590-d3567643-Reviews-Suvarnaphum-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Johan Huizingalaan 250, 1065 JM Amsterdam The Netherlands",Amsterdam,['+31 20 617 6620'],[],http://www.suvarnaphum.nl/,4.5 ,61 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['40'],['Atmosphere']:['35'],","['CUISINES']:['Seafood, Asian, Thai'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],['Meals']:['Dinner'],",False,False
149,149,Maenaam Thai Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188590-d7381796-Reviews-Maenaam_Thai_Restaurant-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Spuistraat 90a 1012TZ, Amsterdam The Netherlands",Amsterdam,['+31 20 758 0806'],[],http://www.maenaam-thai-restaurant.nl/,4.5 ,232 reviews,"['Food']:['45'],['Service']:['40'],['Value']:['45'],","['CUISINES']:['Asian, Thai'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Lunch, Dinner'],",True,True
150,150,'t Loosje,https://www.tripadvisor.com/Restaurant_Review-g188590-d753063-Reviews-T_Loosje-Amsterdam_North_Holland_Province.html, Unclaimed,$,"Nieuwmarkt 32-34, 1012 CS Amsterdam The Netherlands",Amsterdam,['+31 20 627 2635'],[],http://www.loosje.nl/,4.0 ,192 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['40'],['Atmosphere']:['45'],","['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Breakfast, Brunch, Late Night, Drinks'],['CUISINES']:['Dutch, Bar, Cafe, European, Pub'],['FEATURES']:['Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service'],",False,False
151,151,Eetcafe Koevoet,https://www.tripadvisor.com/Restaurant_Review-g188590-d1547131-Reviews-Eetcafe_Koevoet-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Lindenstraat 17, 1015 KV Amsterdam The Netherlands",Amsterdam,['+31 20 624 0846'],[],http://www.koevoetamsterdam.com/,4.0 ,150 reviews,"['Food']:['45'],['Service']:['40'],['Value']:['40'],['Atmosphere']:['45'],","['CUISINES']:['Italian, Mediterranean, European'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Dinner, Late Night'],",False,False
152,152,Bar Restaurant 1900,https://www.tripadvisor.com/Restaurant_Review-g188590-d9455725-Reviews-Bar_Restaurant_1900-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Hogeweg 48, 1098 CE Amsterdam The Netherlands",Amsterdam,['+31 20 362 6329'],[],http://www.barrestaurant1900.nl/,4.5 ,42 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['Special Diets']:['Vegetarian Friendly, Vegan Options'],['Meals']:['Lunch, Dinner, Brunch'],['CUISINES']:['International, Dutch, European, Pub'],['FEATURES']:['Reservations, Seating, Table Service, Outdoor Seating, Serves Alcohol'],",False,False
153,153,Puspita,https://www.tripadvisor.com/Restaurant_Review-g188590-d4890686-Reviews-Puspita-Amsterdam_North_Holland_Province.html, Unclaimed,$$ - $$$,"Purmerplein 5, 1023 BC Amsterdam The Netherlands",Amsterdam,['+31 20 636 8215'],[],http://indonesische-restaurants.nl/amsterdam/puspita,4.5 ,46 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['35'],","['CUISINES']:['Asian, Indonesian'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Dinner, Lunch'],",False,False
154,154,N,https://www.tripadvisor.com/Restaurant_Review-g188590-d11890607-Reviews-PANCAKES_Amsterdam_Westermarkt-Amsterdam_North_Holland_Province.html,N,N,N,Amsterdam,N,['info@pancakesamsterdam.com?'],http://pancakes.amsterdam/locations/3/pancakes-amsterdam-westermarkt,N,N,N,,False,False
155,155,Dimitri's Grand Café,https://www.tripadvisor.com/Restaurant_Review-g188590-d15191497-Reviews-Dimitri_s_Grand_Cafe-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Insulindeweg 1, 1094 NW Amsterdam The Netherlands",Amsterdam,['+31 6 83705890'],['info@dimitris.amsterdam?'],http://www.dimitris.amsterdam/,4.5 ,28 reviews,N,"['PRICE RANGE']:['€15 - €29'],['CUISINES']:['Mediterranean'],['Special Diets']:['Vegetarian Friendly'],",False,True
156,156,Made with Love,https://www.tripadvisor.com/Restaurant_Review-g188590-d4603545-Reviews-Made_with_Love-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Utrechtsestraat 128, 1017 VT Amsterdam The Netherlands",Amsterdam,['+31 20 624 1931'],['info@mwl-indianrestaurant.nl?'],http://mwl-indianrestaurant.nl/index.html,4.5 ,108 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['45'],","['PRICE RANGE']:['€7 - €30'],['CUISINES']:['Indian'],['Special Diets']:['Vegan Options, Vegetarian Friendly'],",False,False
157,157,Le Pub Leidseplein,https://www.tripadvisor.com/Restaurant_Review-g188590-d2322919-Reviews-Le_Pub_Leidseplein-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Leidseplein 2 1017PT Amsterdam, 1017 PT Amsterdam The Netherlands",Amsterdam,['+31 20 620 9077'],[],http://www.lepub.nl/,3.5 ,262 reviews,"['Food']:['35'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['40'],","['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner, Brunch, Late Night, Drinks'],['CUISINES']:['Dutch, Bar, European, Pub'],['FEATURES']:['Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service'],",False,False
158,158,Momenti - Italian Cuisine,https://www.tripadvisor.com/Restaurant_Review-g188590-d19731746-Reviews-Momenti_Italian_Cuisine-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Herenstraat 25, 1015 BZ Amsterdam The Netherlands",Amsterdam,['+31 6 49779567'],['info@momenti-italiancuisine.nl?'],N,5.0 ,50 reviews,N,"['CUISINES']:['Italian, Mediterranean, European'],['Meals']:['Dinner, Lunch'],['FEATURES']:['Reservations, Serves Alcohol, Table Service, Seating, Wheelchair Accessible, Accepts Credit Cards, Dog Friendly'],",False,False
159,159,Spirit Amsterdam,https://www.tripadvisor.com/Restaurant_Review-g188590-d11923937-Reviews-Spirit_Amsterdam-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Czaar Peterstraat 2A, 1018 PR Amsterdam The Netherlands",Amsterdam,['+31 20 737 1671'],['info@spiritamsterdam.nl?'],http://www.spiritamsterdam.nl/,4.0 ,111 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],","['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Breakfast, Lunch, Dinner, Brunch, Drinks'],['FEATURES']:['Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Reservations, Buffet, Wine and Beer'],",False,False
160,160,Jacksandwaffles,https://www.tripadvisor.com/Restaurant_Review-g188590-d12249577-Reviews-Jacksandwaffles-Amsterdam_North_Holland_Province.html, Claimed,$,"Ferdinand Bolstraat 21b, 1072 LB Amsterdam The Netherlands",Amsterdam,['+31 20 337 6647'],['info@jacksandwaffles.nl?'],N,4.5 ,84 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['40'],","['PRICE RANGE']:['€4 - €6'],['CUISINES']:['Contemporary, Healthy, Cafe, European'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],",False,False
161,161,Tulsi Indian Restaurant,https://www.tripadvisor.com/Restaurant_Review-g188590-d12067969-Reviews-Tulsi_Indian_Restaurant-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Van Woustraat 212, 1073 NA Amsterdam The Netherlands",Amsterdam,['+31 20 331 6403'],['tulsiamsterdam@gmail.com?'],http://tulsi-restaurant.nl/,4.5 ,212 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['PRICE RANGE']:['€15 - €25'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Dinner'],['CUISINES']:['Indian, Asian, Balti'],['FEATURES']:['Takeout, Reservations, Seating, Parking Available, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service'],",True,True
162,162,Canvas,https://www.tripadvisor.com/Restaurant_Review-g188590-d3589008-Reviews-Canvas-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Wibautstraat 150 7th Floor, 1091 GR Amsterdam The Netherlands",Amsterdam,['+31 20 261 2100'],[],http://www.volkshotel.nl/canvas/,3.5 ,307 reviews,"['Food']:['35'],['Service']:['35'],['Value']:['35'],['Atmosphere']:['40'],","['CUISINES']:['Dutch, European, International'],['Special Diets']:['Vegetarian Friendly, Vegan Options, Gluten Free Options'],['Meals']:['Lunch, Dinner, Brunch, Late Night, Drinks'],",False,True
163,163,Eetcafe Ibis,https://www.tripadvisor.com/Restaurant_Review-g188590-d2315881-Reviews-Eetcafe_Ibis-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Weesperzijde 43, 1091 EE Amsterdam The Netherlands",Amsterdam,['+31 6 57642122'],['info@eetcafeibis.com?'],http://www.eetcafeibis.com/,4.5 ,77 reviews,"['Food']:['45'],['Service']:['40'],['Value']:['45'],","['CUISINES']:['African, Ethiopian'],['Special Diets']:['Vegetarian Friendly, Vegan Options'],['Meals']:['Dinner, Lunch'],",True,False
164,164,Casa Peru,https://www.tripadvisor.com/Restaurant_Review-g188590-d948930-Reviews-Casa_Peru-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Leidsegracht 68, 1016 CP Amsterdam The Netherlands",Amsterdam,['+31 20 620 3749'],[],http://www.casaperu.nl/,4.0 ,267 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['40'],","['CUISINES']:['Peruvian, Latin'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner'],",False,False
165,165,Cafe de Pijp,https://www.tripadvisor.com/Restaurant_Review-g188590-d2054446-Reviews-Cafe_de_Pijp-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Ferdinand Bolstraat 17-19, 1072 LA Amsterdam The Netherlands",Amsterdam,['+31 20 670 4161'],['info@cafedepijp.eu?'],http://cafedepijp.eu/,4.0 ,194 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['40'],['Atmosphere']:['40'],","['CUISINES']:['Bar, Cafe, European'],['Special Diets']:['Vegetarian Friendly'],['Meals']:['Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks'],",False,True
166,166,De Blauwe Parade,https://www.tripadvisor.com/Restaurant_Review-g188590-d948914-Reviews-De_Blauwe_Parade-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"N.Z. Voorburgwal 178, 1012 SJ Amsterdam The Netherlands",Amsterdam,['+31 20 624 4860'],[],http://www.deblauweparade.com/,4.5 ,59 reviews,"['Food']:['40'],['Service']:['45'],['Value']:['40'],","['CUISINES']:['Dutch, Bar, Pub'],['Meals']:['Dinner'],['FEATURES']:['Seating, Reservations, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Table Service'],",False,False
167,167,Restaurant Mendoza,https://www.tripadvisor.com/Restaurant_Review-g188590-d4523228-Reviews-Restaurant_Mendoza-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Westermarkt 23, 1016 DJ Amsterdam The Netherlands",Amsterdam,['+31 20 851 8618'],['mendozasteaks@lokalum.com?'],http://mendozarestaurant.nl/,4.0 ,228 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['35'],['Atmosphere']:['40'],","['PRICE RANGE']:['€13 - €27'],['CUISINES']:['Steakhouse, Argentinean, Barbecue, Grill'],['Meals']:['Lunch, Dinner, Drinks'],",False,True
168,168,Thrill Grill,https://www.tripadvisor.com/Restaurant_Review-g188590-d9857772-Reviews-Thrill_Grill-Amsterdam_North_Holland_Province.html, Claimed,$$ - $$$,"Eerste Constantijn Huygensstraat 35-37, 1054 BR Amsterdam The Netherlands",Amsterdam,['+31 20 370 5516'],N,N,4.0 ,149 reviews,"['Food']:['40'],['Service']:['40'],['Value']:['40'],","['Special Diets']:['Vegetarian Friendly'],['Meals']:['Lunch, Dinner, Brunch'],['CUISINES']:['American, Bar, European'],['FEATURES']:['Delivery, Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Reservations'],",True,False
169,169,In 't Vierde Baarsje,https://www.tripadvisor.com/Restaurant_Review-g188590-d4187796-Reviews-In_t_Vierde_Baarsje-Amsterdam_North_Holland_Province.html, Claimed,$$$$,"Surinamestraat 32, 1058 GK Amsterdam The Netherlands",Amsterdam,['+31 20 616 6796'],['info@vierdebaarsje.nl?'],http://www.vierdebaarsje.nl/,4.5 ,45 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],['Atmosphere']:['40'],","['PRICE RANGE']:['€9 - €53'],['CUISINES']:['French, European'],['Meals']:['Dinner, Lunch, Drinks'],",False,False
170,170,Volendammer Vishandel 't  Centrum,https://www.tripadvisor.com/Restaurant_Review-g188590-d10554015-Reviews-Volendammer_Vishandel_t_Centrum-Amsterdam_North_Holland_Province.html, Unclaimed,$,"Haarlemmerdijk 4, 1013 JC Amsterdam The Netherlands",Amsterdam,[],[],http://www.nlstreets.nl/NL/winkel/volendammer-vishandel-t-centrum/,4.5 ,51 reviews,"['Food']:['45'],['Service']:['45'],['Value']:['45'],","['CUISINES']:['Seafood, European'],['Meals']:['Lunch'],['FEATURES']:['Takeout, Wheelchair Accessible, Seating'],",False,False
